"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"742132",0.2136,1.4702,0.4837,0.4029,0.3549,0.2952,0.5862,5.1722,6.3178,0.4954,0.2065,0.5822,0.4822,5.5109,0.3276,0.841,0.2707,0.6397,0.6427,0.4835,0.3097,1.2196,0.8576,0.458,0.3738,2.1028,0.9743,0.2066,0.4251,0.3276,0.2749,0.0971,0.2078,0.2497,0.2498,0.2134,0.3112,0.1963,0.2304,0.2041,0.1188,0.2451,0.2852,0.0197,0.4934,0.7086,1.9597,0.1414,0.0822,0.3695,0.3882,0.9219,0.3822,0.2626,0.9813,0.3391,0.8502,0.1841,0.2151,0.3136,0.5543,0.4889,0.228,4.4843
"382564",0.1294,0.3025,0.2408,0.2662,0.2791,0.1863,0.2606,0.1937,0.1169,0.1214,0.1385,0.1216,0.1573,0.1038,0.3458,0.2358,0.4046,0.1605,0.1629,0.169,0.0534,0.1133,0.0954,0.3098,0.2024,0.0527,0.0557,0.1762,0.2249,0.1138,0.319,0.1874,2.6793,0.202,0.11,0.7305,2.4094,0.2286,0.0974,0.1443,0.8681,0.1725,0.0855,0.105,0.3389,0.1958,0.2412,0.2788,0.4293,0.1738,0.3241,0.0917,0.2886,0.0944,0.5612,0.2305,0.0453,4.2173,0.2673,0.6779,0.4017,0.2336,0.1782,0.2629
"866702",2.6677,5.9206,4.153,2.6395,0.9804,2.3163,6.2957,3.7859,2.7115,0.272,4.0083,2.4191,3.6187,0.4167,3.7085,2.0006,1.3308,1.5054,1.4119,1.9616,4.6497,0.6364,0.137,0.0858,0.2009,0.1593,0.162,0.1012,0.1027,0.0839,0.334,0.4029,0.2952,0.316,0.3453,0.2091,0.224,0.6824,0.4781,0.3043,0.1668,0.2594,0.2248,0.1236,0.4746,0.1512,0.1289,0.1389,0.0894,0.2927,0.0642,0.1734,0.4392,0.1924,0.3894,0.3128,0.1364,0.1185,0.1758,0.3995,0.4996,0.2853,0.2916,0.2465
"491565",3.5232,2.1342,3.0402,2.1718,2.083,4.0265,1.6644,2.3657,2.7368,1.6514,4.0398,1.5,4.0624,4.7593,1.2977,1.8108,2.7753,2.7202,3.2233,3.438,2.4905,3.6996,3.8769,1.2411,0.9485,0.3422,0.3866,0.9638,1.0168,0.895,0.8602,0.8785,0.3527,0.3312,1.9081,1.9232,1.9762,1.093,1.1668,1.5216,1.2276,1.7321,1.2337,1.0149,0.9609,2.1997,2.4365,0.5127,0.5898,0.2548,0.829,1.3026,0.8447,0.5414,1.6668,1.017,0.9805,1.5272,1.1043,1.643,1.5422,2.0423,1.297,1.4307
"178825",0.3534,0.5594,0.3649,0.4781,0.2858,0.3969,0.806,0.2864,1.2442,0.6274,1.4012,0.8059,0.4236,0.5266,0.3984,0.6429,0.3751,1.1072,1.0155,1.2049,0.6122,1.0343,0.5793,0.1065,0.1311,1.258,0.1835,0.1486,0.9161,0.2865,0.4511,0.5138,0.3638,0.2702,0.1145,0.1042,0.2187,0.2769,0.4666,0.3925,0.3272,0.2736,0.0505,0.0833,0.3882,0.1949,0.1217,0.2264,0.2837,0.1741,0.5097,0.059,0.2155,0.1849,0.2439,0.4797,0.0585,0.1355,0.1954,0.485,0.4357,0.5727,0.1949,0.1407
"882506",0.2653,0.3913,0.488,1.0147,0.5544,0.3152,0.6674,0.2672,0.3076,0.6922,0.2902,0.3572,0.6093,0.2621,0.2235,0.1963,0.269,0.3124,0.3433,0.4457,0.1304,0.2368,0.1504,0.4471,0.5365,0.1549,0.1708,0.4874,0.2356,0.1544,0.4756,0.4486,2.1553,0.4575,0.6903,0.4372,3.3625,0.2946,0.404,0.4859,0.8159,0.7223,0.3419,0.4953,0.6892,0.9142,1.5431,0.2219,0.2855,0.7085,0.5487,0.8202,0.5494,0.6704,1.007,0.9277,1.2536,12.781,3.9121,1.3061,1.6527,1.1441,2.9548,0.4991
"743229",0.1189,0.2117,0.1969,0.244,0.1844,0.1456,0.3515,0.2169,0.107,0.1128,0.0986,0.1122,0.1251,0.0976,0.1134,0.1403,0.1602,0.1039,0.1006,0.1041,0.0248,0.0787,0.0717,0.0812,0.0724,0.0976,0.1026,0.1142,0.1684,0.1043,0.1607,0.356,0.2722,0.4454,0.3901,0.5437,0.1163,0.2787,0.6952,0.6149,1.0334,0.5627,0.2705,0.022,0.252,0.1989,0.1541,0.1223,0.0889,0.0971,0.2004,0.061,0.1559,0.154,0.3608,0.2422,0.1093,0.1768,0.3587,0.7615,0.291,0.2417,0.1298,0.1428
"770394",4.0134,2.3451,4.1262,5.1079,3.9941,3.4064,2.6916,2.3477,3.6247,2.5821,3.1955,4.1509,4.6412,4.5169,0.4944,1.7248,2.347,4.0513,5.2958,5.2135,3.2644,3.6355,3.3071,0.1647,0.338,0.0669,0.1433,0.0967,0.3616,0.4264,0.1738,0.308,0.3533,0.4402,0.3059,0.2557,0.4325,0.318,0.3297,0.4416,0.4786,0.4782,0.1814,0.3391,0.5027,1.4465,0.7983,0.1634,0.3339,0.316,0.3505,0.5697,0.6855,0.282,0.9931,0.3472,0.8648,1.4401,0.5444,0.6624,0.7206,0.6417,0.8647,0.2135
"198982",0.1895,0.3223,0.2162,0.2311,0.5067,0.3188,0.3523,0.2438,0.1691,0.3303,0.1952,0.2089,0.3803,0.2183,0.2635,0.2015,0.2759,0.1218,0.1063,0.4583,0.0774,0.2166,0.2371,0.4298,0.3739,0.4674,0.2318,0.0941,0.3804,0.2539,0.2273,0.3964,0.2878,0.3802,0.2913,0.3821,0.1673,0.7825,0.6041,0.3236,0.3866,0.147,0.208,3.5853,1.7494,1.3837,0.4137,0.7181,3.345,0.9545,0.551,1.0379,0.8241,0.2881,0.5594,0.2447,0.3228,0.366,0.4029,0.5912,0.7192,0.2138,0.3805,0.7401
"586854",0.4837,0.9524,1.7245,0.492,0.9792,0.4957,1.328,0.4372,0.6679,0.7421,0.7362,1.071,0.4343,0.5366,0.6336,0.4691,1.6575,0.2952,0.2826,0.4204,0.8037,0.3473,0.1925,0.0724,0.1281,0.0984,0.0665,0.1424,0.1446,0.1199,0.1978,0.2166,0.6225,0.3074,0.1266,0.1512,0.6719,0.134,0.1745,0.1188,0.1786,0.2092,0.1529,0.2502,0.5807,0.1896,0.1898,0.2211,0.3016,0.418,1.3349,0.1134,0.4833,0.5372,0.3169,1.1139,0.0336,0.242,0.4627,0.5432,0.5488,0.9868,0.4299,0.484
"505491",2.8826,4.5055,4.5988,0.6341,2.753,5.9409,2.673,2.4222,2.5038,1.0121,1.9487,1.3504,2.9812,2.1017,0.72,0.3803,2.0253,1.7997,1.722,2.8994,1.2072,2.7632,2.4024,0.9004,0.9242,0.324,0.463,0.2825,0.4274,0.6009,0.4711,1.1608,0.683,0.8612,1.8957,1.4615,1.6607,1.4091,1.6029,1.7854,1.4546,1.3616,1.8632,1.1809,1.2165,3.5347,1.6387,1.2863,1.04,1.6131,1.088,1.298,1.7891,0.4773,1.7312,1.0925,1.2528,0.835,0.9292,1.3644,1.0474,1.3349,1.2052,0.7919
"470261",4.2285,3.8392,5.3489,1.8026,4.3891,6.1767,7.0526,4.458,2.57,1.6774,8.2743,12.785,4.0159,0.5059,1.3921,0.8068,2.0304,1.45,1.3367,0.6283,3.7823,1.2382,1.0249,0.3698,0.5295,0.6021,0.2598,0.5296,0.7936,1.1044,1.5801,3.8853,0.3462,0.6687,1.1575,0.3244,0.253,1.6534,0.4219,3.0117,1.0037,0.7746,0.4994,3.1073,0.7553,0.2205,0.3066,0.2979,1.5323,0.5718,1.0642,0.3825,1.1952,2.0837,0.9864,2.298,2.0428,0.4255,1.1242,1.0383,0.7321,1.7323,1.7734,1.5394
"364934",0.5177,1.4473,3.2592,4.4125,4.8233,1.2609,0.8843,2.4199,1.6952,0.4468,2.6471,1.8616,1.1266,0.3007,0.6336,0.6285,1.3178,1.4035,1.3127,1.226,0.6908,1.0566,1.0004,0.2487,0.1513,0.186,0.1113,0.1326,0.1434,0.1229,0.0975,0.3094,0.2171,0.3615,0.613,0.4192,0.318,0.5508,0.3409,0.7087,0.5972,0.7024,0.4183,1.0222,0.9781,0.5624,0.5274,0.9213,1.4384,0.4047,0.6367,0.7135,0.5238,1.0438,0.3506,1.6107,0.5997,0.6106,4.1124,0.5325,0.4531,0.8834,0.2785,0.0732
"82225",0.2221,1.8242,0.3428,0.364,0.1188,0.3569,0.3238,0.5893,0.1988,1.9122,0.0807,0.4914,0.9076,0.0463,0.2971,0.2931,0.4583,0.1026,0.0919,0.1754,0.0804,0.0215,0.0235,0.045,0.1428,0.0694,0.1277,0.2123,0.1133,0.1075,0.1283,3.0293,4.5235,1.8472,1.2298,1.9687,4.7229,0.7313,1.5277,0.1066,0.3012,0.3845,2.0869,0.3312,0.378,0.2288,0.0261,1.2901,0.0597,0.0339,0.24,0.1005,0.2806,0.9628,1.9143,0.3027,7.0472,0.1712,2.452,0.5014,1.7225,0.1828,3.2914,3.1126
"629896",0.1638,1.2413,0.5944,0.2769,1.5028,0.4395,0.4702,0.5391,0.1542,1.5768,0.3021,0.5296,1.7885,0.1055,2.1256,0.453,0.6976,0.1652,0.1625,0.2802,1.0915,0.082,0.0957,0.1085,0.4465,0.0532,0.0643,0.1458,0.1121,0.0895,0.1486,3.6807,4.0427,3.8052,3.0251,1.804,2.2156,3.3811,2.482,2.628,1.5448,0.9285,2.3948,1.7316,0.7123,0.2318,0.3894,0.2546,0.6154,0.5411,0.2179,0.3555,0.989,0.4648,0.2182,0.4701,1.8275,1.1975,1.392,2.0513,1.2408,0.2784,1.6408,0.4341
"80338",1.3208,0.5799,1.8907,0.4827,1.7008,2.7523,0.9067,2.1574,1.7262,2.5625,1.2887,1.7465,0.404,0.7156,0.3017,0.8418,0.5108,0.37,0.3571,0.2345,0.2425,0.9879,0.6259,0.2316,0.1892,0.1764,0.1659,0.15,0.1385,0.1728,0.1933,0.1389,0.187,0.5935,0.2243,0.3531,0.2125,0.2773,0.2244,0.1915,0.1746,0.159,0.1056,0.2141,0.7818,0.7884,0.2304,0.5411,0.4855,0.3928,0.1158,0.3239,0.6094,0.2778,0.3643,0.3916,0.433,0.8012,0.9283,0.6543,0.6995,0.4504,0.4423,0.403
"811000",0.5662,2.6491,3.3998,1.8942,3.6946,1.8926,1.6415,2.9727,2.1858,3.0389,1.2582,2.4516,1.4466,6.0583,4.0216,1.5012,1.5928,2.1033,2.077,1.3347,0.3442,3.147,3.9464,0.0754,0.5146,0.3675,0.1527,0.0732,0.4467,0.4754,0.1486,0.8243,2.6116,2.5169,0.5371,0.7562,2.4051,2.4201,1.2423,1.8043,2.8093,1.8593,0.331,0.4631,0.4357,0.6303,2.3521,0.2262,0.7515,1.5021,3.0433,1.3031,1.9969,1.3746,1.0378,0.6116,0.8095,0.1152,1.6276,0.9969,0.6961,0.6136,0.387,1.4699
"52076",3.6725,2.3624,4.7534,0.4833,1.9377,5.2037,5.4732,7.6821,8.8089,1.5534,4.1165,4.1818,5.0147,0.3158,2.092,1.1377,2.7402,1.8472,1.7413,1.3458,2.4838,1.6503,1.1973,0.5111,0.3992,0.2752,0.3262,0.1557,0.1429,0.1654,0.1536,0.7673,0.1968,0.4635,0.8288,1.3771,0.5162,2.0638,1.1223,1.4874,0.938,1.0202,1.0021,0.1668,0.5517,0.3507,0.4756,0.3863,0.207,0.2731,0.245,0.4071,0.1727,0.2181,0.3424,0.3306,0.438,0.3953,0.6017,0.389,0.6509,0.3868,0.0988,0.76
"377048",0.4333,0.5386,0.6063,0.5855,0.4781,0.177,0.4593,0.3475,0.2185,0.6918,0.1496,0.189,0.5682,0.1075,0.2265,0.4398,0.5142,0.2297,0.2261,0.2715,0.2953,0.2439,0.0872,0.16,0.1083,0.0609,0.1302,0.1301,0.1559,0.1215,0.1811,1.1698,0.7517,0.7386,0.8631,0.6446,0.7795,1.4277,0.7161,2.1489,1.3465,1.0333,1.4806,0.1487,0.6146,0.1517,0.4123,0.3702,0.2675,1.1757,0.6746,0.4097,0.9525,0.4892,0.4344,0.4722,0.7288,0.1841,0.7526,0.7236,0.9615,0.4466,0.622,0.6256
"1031748",0.2535,3.8571,0.2545,0.319,0.2049,1.0809,0.2757,0.2416,0.5202,0.1774,0.1098,0.1232,1.0304,0.9127,0.9661,0.4216,0.461,0.5635,0.5151,0.2268,0.4671,0.3982,0.2837,0.1115,0.1995,0.2608,0.2305,0.2566,0.191,0.2871,0.2827,0.1379,1.134,0.563,0.0991,0.0867,0.7362,0.2366,0.1796,0.6758,0.0901,0.2088,0.1095,0.0975,0.3079,0.3063,0.22,0.1738,0.1708,0.2083,0.1343,0.2533,0.1352,0.2433,0.2808,0.5731,0.0497,0.1093,0.0679,0.301,0.5317,0.2933,0.2291,0.167
"785967",1.027,0.5497,0.5733,3.0247,2.4756,0.6547,0.7052,0.2843,0.6943,0.8973,0.7035,0.223,0.3208,0.3273,1.1126,1.5076,0.5694,0.6625,0.6486,0.6543,1.5666,0.4914,0.3179,0.2052,1.5375,0.425,0.1466,0.2649,0.2335,0.1051,0.5592,0.2679,0.4623,0.2562,0.2436,0.5,0.3422,0.2056,0.2241,0.3191,0.0558,0.1805,0.2137,0.1817,0.3691,0.1215,0.1608,0.453,0.1913,0.4044,2.7369,0.2852,0.8899,0.4725,0.6041,0.3917,0.537,0.1014,0.6721,0.5352,0.3099,0.8214,0.4525,0.3646
"813698",0.1794,0.3563,0.2589,0.7451,0.184,0.1268,0.3941,0.2343,0.2283,0.3215,0.2224,0.2174,0.4984,0.2479,0.2032,0.3063,0.2738,0.2949,0.2713,0.2031,0.3067,0.3544,0.2359,0.0999,0.1895,0.2022,0.1806,0.2806,0.1486,0.1971,0.2846,0.7229,0.4858,1.2081,0.2075,0.1976,0.2825,0.7715,0.2424,0.9171,1.0648,1.5888,0.6474,0.4921,0.5967,0.4877,1.9414,0.5615,0.4854,0.7978,1.5011,0.9419,0.6601,2.3519,2.0092,0.7746,1.9004,0.7631,1.9552,0.5964,0.315,0.7628,1.5155,0.0898
"43733",3.6929,2.6837,1.4221,0.989,1.6311,7.1461,3.5422,4.0252,8.5556,5.273,3.311,3.3909,4.9202,0.8405,0.3873,0.2599,1.0691,0.7603,0.6801,0.2238,1.1453,1.4167,0.4454,0.0895,0.107,0.0689,0.0919,0.085,0.0859,0.1025,0.1204,0.299,0.2211,0.23,0.4814,0.1634,0.186,0.4984,0.375,0.0868,0.1793,0.174,0.0817,0.2154,0.5534,0.332,0.1725,0.4593,0.1852,0.3443,0.1801,0.4737,0.3867,0.1333,0.3401,0.1752,0.34,0.2553,0.7738,0.4677,0.7007,0.3024,0.3601,0.1787
"53039",0.3355,0.5649,0.5037,0.3643,0.5197,0.365,0.8094,1.9835,3.2692,1.1889,0.9491,1.871,2.0024,0.151,0.3075,0.3461,0.3184,0.281,0.272,0.7121,0.5159,0.5041,0.1488,0.2329,0.2231,0.1149,0.1136,0.7698,0.5067,0.4215,0.5137,0.4187,0.656,0.6404,0.4941,0.1395,0.2221,0.3185,0.467,0.2392,0.2126,0.1121,0.2738,0.2517,0.4287,0.2353,0.2327,0.5295,0.3127,0.1397,0.7148,0.1133,0.4623,0.3881,0.3698,0.5732,0.3158,0.4461,0.2874,0.3693,1.1082,0.4095,0.3778,0.1228
"754600",0.202,0.4467,0.4966,0.1688,0.9514,2.2413,3.4928,0.3992,0.2735,1.5309,1.6056,1.5699,0.7068,0.1696,0.0817,0.0729,0.4024,0.1466,0.1406,0.356,0.0438,0.0937,0.0989,0.1249,0.1172,0.0887,0.1472,0.1066,0.1504,0.1425,0.17,0.1485,0.1753,0.2123,0.0882,0.1125,0.0942,0.0878,0.1339,0.0969,0.0851,0.0926,0.0855,0.3009,0.5352,0.1746,0.0663,0.2017,0.2242,0.0869,0.4787,0.1069,0.3117,0.1663,0.1901,0.3139,0.5974,0.3707,0.3751,0.4976,0.8007,0.6202,1.0725,0.3344
"361943",1.8017,2.2583,0.4872,0.3356,2.1527,0.6743,1.7783,0.691,1.0265,0.399,0.7449,0.8846,2.0796,0.1957,1.7519,0.5001,2.226,0.6582,0.6158,0.9574,1.3276,0.5459,0.4729,0.1439,0.1897,0.1587,0.6413,0.1345,0.1453,0.1397,0.2031,1.3833,0.2789,1.065,0.8205,1.0119,0.1976,2.1856,0.4371,0.2722,0.5083,0.5324,0.4956,0.0721,0.3986,0.1433,0.2379,0.1519,0.226,0.1583,0.697,0.1009,0.488,0.8927,0.5956,0.7059,0.4371,0.2948,0.6619,0.8746,1.1656,0.7147,0.8918,0.5946
"44563",0.0972,0.1072,0.2522,0.1526,0.179,0.147,0.308,0.2914,0.1807,0.2684,0.2943,0.2623,0.3073,0.2065,0.6145,0.2009,0.1096,0.2018,0.1801,0.3555,0.2421,0.164,0.7866,0.2271,0.132,0.1813,0.2489,0.0915,0.1289,0.1217,0.2056,1.6819,0.2868,0.9015,1.6028,0.4482,0.2275,0.4144,5.1184,3.3097,1.7161,2.1388,2.2555,0.3233,0.3952,0.1971,0.2036,0.2593,0.1716,0.1918,0.1259,0.1426,0.1212,0.2476,0.1639,0.1526,0.2933,0.2606,0.65,0.369,0.7622,0.1538,0.171,0.2541
"713922",2.0494,1.7509,3.1979,3.7026,1.4109,4.0332,2.5074,1.8908,1.9593,2.3691,1.8245,4.9934,2.3019,2.6429,0.8699,1.6639,1.9468,1.3818,1.454,0.5093,1.7142,1.8165,1.7866,0.6108,0.4524,0.4263,0.5817,0.1405,0.347,0.909,0.2529,0.4154,0.4154,0.9042,0.6182,0.9904,0.4592,0.7905,0.5229,0.4251,0.4485,0.584,0.5733,0.4834,0.6017,0.2593,2.0217,0.2021,0.4322,0.2705,0.3414,0.1486,1.9744,0.7091,1.312,0.6662,1.1843,1.8168,1.8816,1.0634,0.8055,1.0981,2.3593,0.2098
"768246",0.2128,0.6237,0.2638,0.2909,0.709,0.3698,0.331,0.3075,0.1466,0.2732,0.1218,0.1492,0.4271,0.1843,0.1581,0.1459,0.4436,0.1573,0.1485,0.1285,0.1159,0.1021,0.0465,0.1612,0.0917,0.1809,0.1133,0.9832,0.5806,0.5196,0.2489,1.1592,1.7467,1.3216,0.2231,0.1709,2.2691,1.3011,0.2808,0.7654,1.4381,2.6779,0.7027,0.546,1.0217,0.4166,0.2022,0.278,0.1508,0.2454,0.166,0.3199,0.3153,0.3385,0.2651,0.2765,0.1177,0.2601,0.1309,0.5813,0.6211,0.3452,0.1743,0.1933
"753104",0.2131,0.2573,0.2596,0.9199,4.7196,1.0581,0.5407,1.0464,0.2683,3.0899,1.0117,0.5975,0.2383,0.3693,0.3335,0.2424,0.2343,0.4855,0.4719,0.305,0.1123,0.2644,0.4056,0.287,0.3477,0.3397,0.3584,0.1823,0.2111,0.1937,0.4558,0.2569,0.3431,0.2867,0.1188,0.1037,0.1145,0.208,0.64,0.2946,0.1222,0.1345,0.0827,0.0361,0.5399,0.3018,0.1631,0.3568,0.1531,0.3174,0.4743,0.2182,0.2173,0.6581,0.9051,0.6358,0.0873,0.5807,1.5754,0.7472,1.9985,0.3808,0.2287,0.5245
"214572",0.1957,0.192,0.2349,0.1655,0.3382,0.2518,0.406,0.2883,0.2006,0.3742,0.2883,0.1589,0.4549,0.0646,0.1266,0.1382,0.3741,0.2383,0.2226,0.1374,0.15,0.0444,0.0631,1.745,0.6236,0.1932,0.1467,1.0017,0.6244,1.2725,0.4891,2.7598,0.5139,0.8142,0.6844,0.2736,0.2448,1.4448,0.9048,0.4243,0.1457,0.233,0.355,2.4271,2.5263,0.3178,0.4774,1.4347,1.4877,0.7053,1.8791,0.6068,1.7712,0.6035,2.0346,0.5659,3.6214,0.3967,1.762,1.7671,0.8719,0.9769,1.0721,2.5159
"124605",0.3587,0.3725,4.0563,0.149,1.8665,0.4716,0.5802,0.4378,7.3366,0.9467,1.9333,0.4402,1.0698,0.1632,0.1624,0.1958,0.5814,0.2789,0.2589,0.3801,1.17,0.1246,0.138,0.1952,0.0902,0.1046,0.1384,0.1259,0.1568,0.1744,0.1293,0.7912,0.9179,0.3336,0.3155,0.4567,1.5526,1.1077,0.2735,0.0873,0.6387,0.3128,0.5901,0.3076,0.6698,0.2574,0.3413,0.2656,0.3391,0.7982,0.8121,0.5991,0.7933,0.3953,1.3884,0.5729,0.9753,0.433,0.6332,0.6341,1.0822,0.3591,0.4612,0.295
"755506",0.8463,0.4429,0.8983,0.3647,1.5146,1.2322,0.4839,0.9798,1.2896,2.064,0.7829,0.6677,1.0504,0.1748,0.299,0.4917,0.4833,0.3412,0.3241,0.2908,0.171,0.1883,0.1591,0.2428,0.0782,0.2128,0.1382,0.0829,0.1121,0.0884,0.4103,0.1194,0.482,0.2848,0.1992,0.0596,1.0493,0.1617,0.1208,0.0793,0.5655,0.2787,0.031,0.1791,0.5034,0.2486,0.3476,0.2594,0.1666,0.1613,0.0851,0.1324,0.3258,0.5346,0.3742,0.4659,0.8099,0.6949,0.8062,0.5753,1.2507,0.2759,0.4142,0.1122
"208718",3.4296,2.2009,1.6881,4.1756,3.0405,0.329,0.9198,0.848,1.3026,3.5814,1.1629,1.7367,0.6336,0.4531,4.9368,6.0212,1.041,0.9217,0.8264,1.0096,0.6779,0.5496,0.1647,0.1655,0.0772,0.1087,0.1015,0.1105,0.1504,0.0932,0.1924,0.0948,3.8927,1.0259,0.6702,0.1271,4.2105,0.0715,0.0705,0.1663,0.9384,0.566,0.15,0.1023,0.2513,0.1688,1.361,0.0857,0.0746,0.2002,3.5375,0.3039,0.327,1.1758,0.7503,1.0354,0.9447,0.7794,0.5067,0.7116,2.2684,0.6825,0.1417,1.2442
"51448",0.1968,0.2455,2.7867,0.8885,5.2707,2.9396,0.4074,1.1341,0.2717,5.9712,1.0156,0.366,0.2718,0.3063,0.2921,0.6337,1.1143,0.3067,0.2822,0.182,0.662,0.263,0.1816,0.2264,0.3119,0.1326,0.2596,0.1372,0.1375,0.205,0.3355,0.2834,0.1957,0.2831,0.1403,0.136,0.1617,0.1751,0.0977,1.5079,0.0384,0.2176,0.2145,2.2495,0.4815,0.292,0.2317,0.2235,0.6742,0.4899,0.3284,0.6273,0.7789,0.7499,0.4106,0.3165,0.9011,0.5013,1.3997,0.531,1.2175,0.3911,0.1899,0.2709
"773215",0.1411,0.2027,0.2226,0.43,0.4097,0.2962,0.4816,0.2635,0.1536,0.3469,0.1474,0.1673,0.1515,0.0662,0.0426,0.0531,0.1643,0.0767,0.0736,0.0727,0.007,0.0579,0.0402,0.2018,0.2333,0.2952,0.3483,0.2487,0.2141,0.2755,0.4731,0.0743,1.0578,0.142,0.0778,0.033,1.1519,0.1333,0.0883,0.048,0.0658,0.101,0.036,0.3746,0.3993,0.0918,0.4104,0.1242,0.4744,0.206,0.5329,0.1439,0.4504,0.74,1.0204,0.2536,0.3369,0.5499,0.5125,0.639,0.6329,0.3135,0.1413,1.157
"774502",0.5132,0.398,0.2926,0.9807,0.7797,0.7001,0.5273,0.5147,0.3603,0.699,0.3188,0.3942,0.7387,0.2969,0.281,0.3114,0.7317,0.2917,0.2745,0.7405,0.1785,0.1956,0.2561,0.5694,0.3955,0.428,0.6128,0.2274,0.2472,0.4264,0.2913,0.5954,0.8575,0.9519,0.9564,1.185,0.9041,0.9076,1.5266,1.4489,1.9424,1.9427,1.3632,1.129,1.5087,0.4418,0.6628,1.0906,0.9984,1.6953,1.0605,1.9837,1.337,1.4155,0.7612,0.8228,1.0051,0.8579,0.7827,1.3646,2.0748,0.4979,1.1507,0.8552
"714453",0.3885,0.314,0.4855,0.2665,0.5573,0.3805,0.4119,0.5046,0.2298,1.3227,0.3269,0.2714,0.6162,0.0733,0.3011,0.1162,0.1372,0.136,0.1233,0.1202,0.0433,0.0831,0.0483,0.3895,1.5825,1.9039,0.619,2.3947,0.1771,0.6878,0.7932,0.1365,0.4041,0.5574,0.0487,0.0803,0.1768,0.1134,0.0885,0.0225,0.0671,0.0482,0.0082,0.6054,2.6015,2.6078,0.7134,0.867,1.3485,1.3908,0.2473,0.799,1.2624,1.7407,0.9857,1.5594,1.0584,0.4878,1.9929,1.352,2.4202,0.3285,0.4227,1.2258
"814260",4.0416,5.5381,5.0753,6.7798,4.5705,4.0174,1.7546,3.1754,3.2994,1.6202,7.1902,4.4675,3.7099,3.378,2.6338,2.979,2.7862,2.3003,2.1932,4.4975,1.4665,0.6828,1.5622,1.1441,0.7807,0.4944,0.5091,0.327,0.4584,1.0297,0.3604,0.9046,1.1562,0.5888,0.6343,0.3233,0.8736,0.5759,0.3089,0.4775,0.5062,0.6315,0.516,0.3805,0.803,0.1876,0.2116,0.9154,0.7424,0.3482,0.4948,0.4558,0.466,0.5435,0.6376,0.5909,0.9109,0.4095,0.3107,0.6135,0.8208,0.5646,0.771,0.6594
"71672",0.2949,0.1874,0.1017,0.1415,0.5395,0.9131,0.574,0.4099,0.3483,0.5795,0.5002,0.2989,0.629,1.265,0.37,0.2707,0.7059,0.7571,0.7262,1.2053,0.5024,0.6739,0.5763,3.9217,3.1449,2.0291,2.5127,0.4726,0.7869,0.6642,0.5339,0.352,0.6574,0.416,2.5925,2.6686,1.3602,1.2289,2.082,1.2468,1.0718,1.8217,1.6399,1.4437,1.1062,0.817,1.0844,1.2322,3.8856,1.147,0.3793,1.2296,0.6608,0.274,0.2969,0.2253,0.5892,1.0173,0.5223,0.5132,0.6549,0.3656,0.5933,0.3137
"841641",1.6679,2.9884,2.5427,2.1233,2.1535,1.9601,3.1885,3.5232,2.4477,0.8037,2.2799,2.3442,2.9316,2.2021,1.6922,1.3881,0.7359,1.6022,1.4674,2.4105,1.7414,1.6979,0.8533,0.1915,0.1906,0.1715,0.3138,0.0671,0.1576,0.087,0.1127,2.1897,1.9936,1.4275,0.5825,0.8972,1.2843,1.8081,2.1259,1.0409,0.5544,0.7769,1.2053,0.0745,0.6028,0.4359,0.4408,0.0788,0.0405,0.3597,0.4306,0.3878,0.6597,0.4482,2.1351,0.2461,0.6752,0.2194,1.1588,0.5133,0.6358,1.0655,1.3514,1.8461
"740554",0.8942,1.3083,0.5903,0.2138,2.0498,1.7293,1.5237,0.7996,0.8298,0.6205,1.1432,0.5272,0.6006,0.1333,1.0045,0.9324,0.2511,0.5243,0.5134,1.1585,0.3231,0.3611,0.098,0.034,0.2611,0.0641,0.0617,0.1191,0.2773,0.0986,0.1442,0.2992,0.212,0.2434,0.1983,0.2404,0.1142,0.2014,0.2735,0.554,0.0607,0.0932,0.0571,0.1782,0.4235,0.0891,0.1056,0.6314,0.5561,0.2749,0.7092,0.0618,0.4288,0.3543,0.3112,0.3631,0.07,0.2635,0.666,0.7003,0.3853,0.221,0.4051,0.2317
